task_suite,seed,task_id,episode_index,age_aligned_success,response_relative_success,success_difference,age_aligned_execute_duty,response_relative_execute_duty,execute_duty_difference,initial_state_sha256,policy_input_sha256,sampling_key_sha256,sampling_noise_sha256,query0_action_chunk_sha256
libero_spatial,9,7,5,True,True,0,0.86956522,0.87820513,-0.00863991,ff36e8fbc3e2f853ab40db5b4a0e736169d5ea35649a356610a538fcfb49c69a,89c59bd0c9b76135323400e87e711aa234b306b9ef39ba2b200115c412482430,a16ee240ae2ec668469923f9228211bfe3f618fc632467b553d0d615dbc6dd22,c91d806f34d92d1ffe41c9ab2a9f7082a7cf39f96e3eab78aa956b30fa7894d0,1f8ee7b1ebf5e8ed66fd646f6103f2e43caaff7469f49799e6f4cd28600f9b5f
libero_spatial,9,7,6,True,True,0,0.86826347,0.87804878,-0.00978531,4ff7927caf3c099d09f3219cb90aed196d4511c1d3165a7809f77f2c8d324062,2f2b7905cbcc6a1dbddff2d05b2115364f38c0b4f255e5f89e30037dec24150b,aaf72661c8916f8727f1855473b69151d2001300395d7f776dc6d7cb9bdb64cd,97abae2abdc1ff4e967130fdf01126de68af8ab773eb9686e3f5792beb266543,3d7a47d502ea9d2a1952232efcb14952b988331f6049b897c6874ef47ee51677
libero_spatial,9,7,7,True,True,0,0.86206897,0.88125,-0.01918103,d529f6f9ed9679b3d5ec477b65265eb7ceeb8d1385137bed2e98dbd32b8a78e5,193d7e542c3b43d15ecce7334cc03ab34e3c65aec5cacb4d53ccf797822326db,844b87c0414a77482d8801fa8983fcafe53772536699d08dc4a0bef3c635e9ee,fea7db98c975f4d845e50633af420b6041ca8212e43e4c69dbfee2fd1f26d1bf,5c285c335d13d653d06d95d35d269e7c11b699ae15796e612d9d9dc6baebcd14
libero_spatial,9,8,4,True,True,0,0.86538462,0.875,-0.00961538,8365d524c9b6f6e03382a41fc19fafb4cd32c174960b5660cf71dced44b6efbc,b52a99661a94338da9c2f3b39a9da09af6f990122e68f3e43d32d830a32f22ac,014bd793979566ef4240db80e7f11b1fc24a20ae2eed6bd2f24e06fdba230805,3eb229dd70df53d8c92d0892487edfae966e37c61b49ae73078d02fa19155aaf,7f755b190a88ab7866c4c02409fc653eee3bd20a66437d8bcd3942ccaf623537
libero_spatial,9,8,5,True,True,0,0.86138614,0.872,-0.01061386,7519815ee6cd461969ad7fd764a9459c1e8ded4486ebf82175f3fae4f27cd801,db9343ec8aee6366d3b503412287116eeb25334133be59bca9b7319fc33a5407,86aaf4bdcc522423ccf6f65dee7d6097355e284951c1d3ab2b9e2acf10fca607,dbcaad3d51704fd49d53b4b37f229d296c1313e2f8a78b9e48ffacab58bf671e,22f6584a849851eec82cecc3dfded621bd32c8a3672c75aa64736ba534a595d9
libero_spatial,9,8,6,True,True,0,0.86315789,0.87401575,-0.01085785,e4eb2ccad7d4debc70bea105c9d93f37ef4935f990cddb616afb11087ade66a1,d455d9bee2f1e9e4f567c6e9547c2ca68d63416cc08175cafd3397c0e33acf27,e06c3a6985a28582a4d55c08e5ba1ed44c341a320af0d0dbc90851ed454197de,eccc0cb63aecca0879abf480c387c5237d3fd01d71289180388b7f2f101f483b,6d76eca93005c78d7fc439f54bfe2457249f0e5c0a9417d221f9548b1d1cfb40
libero_spatial,9,8,7,True,True,0,0.85555556,0.86861314,-0.01305758,7b9960eb745c1f56a09118e172981e3bffc63f87b4f0b2e1a67e5cdf5365b111,321317b6ffa55c17b9e61a3042b1ea9560dd8461506effdd23e9802b53ca8f91,11b59daa5634aff07e157cd9340d6353310e37187a7fa9ed994e82f27106dabb,fbba9a357012904ee9a34e6849b33eb949fdef9cadd693b78f8399a36855f84f,9524c4b5b8e1c3416ca3e0127faba65cae00915b7a2d6570b558af33abe38a4e
libero_spatial,9,9,4,True,True,0,0.87804878,0.88,-0.00195122,30ecd4457175365f042328ad5f0e06b7e252358dc5bba6b12fa63b2ca239b70f,063972c1a0114dc2c5e35a94dd4bbc7e31a063dc642b04823e54eb0a44982640,e68241e05200f81964efcc2d7fae200648cff6f7b3dc168f1a853e6a16a676de,50ce7c56a8940d4545bf975ee9b0c10f61f7218328706b14ad1490bf8f1073a5,c7bdfd05db3912cf53343e211c7ed45708ea8b5e6a1ee96c57e50315a0469807
libero_spatial,9,9,5,True,True,0,0.87878788,0.86503067,0.0137572,5ee1525f336db8abf9761958c0002df34dab1287b230db64be4af50babba1ab1,bc25d6c71659996f571ae71e45d6f5a3c06afcef39e24433dca2d6680a3a0dfd,5f00577febdf44749838db8a124c718860c9ec9968167b4fdb89b8697d920f35,46104f902e96d0c8458df161aa4065a2ed31ea33071e783d2f922d40d2917b35,b7b4ad5cfa9db91d87ed893503638b2e056694fc147fa18ef9ebf5a781a2cb55
libero_spatial,9,9,6,True,False,1,0.872,0.89090909,-0.01890909,3af6d7924a8d930934c350459d40b8017588461c9868cf724c702df962007e72,5eb94c89f7ad477962410be011fcf9afb9f9f519c20b6407153841c8b1e189f7,8116a9baac050e06f4966bb0be68bb2cd28a4d9b364dbe01ce83ddb43edff19e,f10d008b836e82a150d5ea1845b7a03cc854cc5b363fce4f77b236161e64fa98,0cff0b333397b6123b35d4860ff69ee4a4348583264b4ce0b460d513866ad90e
libero_spatial,9,9,7,True,False,1,0.86178862,0.88181818,-0.02002956,0de068948469627f0df64f145fa391a76fa9ef886546fa72f61d99053345ffe0,b61f3525588b48774927529883ef49e9014d167f7680c2027f20f9118469ef56,bd129748348b22f2a0d86e334add1a45ff8bda2f3838c25a99bb2bd42de396b5,d07b51cef29306e6761544a8e66a9eab664ab02a90a53aad913b3a9b45ad4d99,bb146b5f7348c87da3843996c2192a5ad280581b5000b6eff95299d9d5748899
