case_id,selection_index,source_row_index,task_suite,task_id,method,pair_id,episode_id,episode_index,query_index,scenario,response_action_sha256,horizon,inference_latency_ms,policy_inference_latency_ms,server_inference_latency_ms,input_max_abs,input_clipped_steps,velocity_limited_steps,adapter_max_residual_norm,adapter_min_singular_value,adapter_latency_ms,raw_path_safe,deadline_exceeded,fallback_latched,fallback_reason,unsafe_raw_steps,intervention_steps,hold_steps,slew_limited_steps,acceleration_override_steps,max_raw_acceleration_rad_s2,max_guarded_acceleration_rad_s2,guard_latency_ms,safe_after_guard,guarded_path_safe,raw_hand_displacement_m,guarded_hand_displacement_m
row_03135__single_block,36,3135,libero_10,4,overlap_unconditioned,libero_10__task_04__episode_02,libero_10__task_04__episode_02__overlap_unconditioned,2,18,single_block,be1cb9e1040c44498f97efc65d4857247dee7f9e0927d646467bb163ba9fa260,10,80.29168800567277,55.90988699987065,79.29911999963224,1.0004210472106934,2,0,0.007666016935661984,0.21743772198345124,1.9511999998940155,True,False,False,,0,0,0,0,0,11.289755787903802,11.289755787903802,4.629099988960661,True,True,0.0996534978839954,0.0996534978839954
row_03135__narrow_gate,36,3135,libero_10,4,overlap_unconditioned,libero_10__task_04__episode_02,libero_10__task_04__episode_02__overlap_unconditioned,2,18,narrow_gate,be1cb9e1040c44498f97efc65d4857247dee7f9e0927d646467bb163ba9fa260,10,80.29168800567277,55.90988699987065,79.29911999963224,1.0004210472106934,2,0,0.007666016935661984,0.21743772198345124,1.8909999926108867,True,False,False,,0,0,0,0,0,11.289755787903802,11.289755787903802,4.9337999953422695,True,True,0.0996534978839954,0.0996534978839954
row_03211__free_space,37,3211,libero_10,4,overlap_unconditioned,libero_10__task_04__episode_03,libero_10__task_04__episode_03__overlap_unconditioned,3,6,free_space,c432dddf33d5a938715db4a27d9582535d4e5a95a55141f5435040c5d2ebe58a,10,80.55275899823755,55.53820000204723,77.75357400532812,1.0017452239990234,8,10,0.23843919464378788,0.19784759142213237,1.9997999916085973,True,False,False,,1,1,0,1,0,23.283156398721385,15.0,5.6354999978793785,True,True,0.20855635837129466,0.20349576348067008
row_03211__single_block,37,3211,libero_10,4,overlap_unconditioned,libero_10__task_04__episode_03,libero_10__task_04__episode_03__overlap_unconditioned,3,6,single_block,c432dddf33d5a938715db4a27d9582535d4e5a95a55141f5435040c5d2ebe58a,10,80.55275899823755,55.53820000204723,77.75357400532812,1.0017452239990234,8,10,0.23843919464378788,0.19784759142213237,2.2878000017954037,True,False,False,,1,1,0,1,0,23.283156398721385,15.0,5.536099997698329,True,True,0.20855635837129466,0.20349576348067008
row_03211__narrow_gate,37,3211,libero_10,4,overlap_unconditioned,libero_10__task_04__episode_03,libero_10__task_04__episode_03__overlap_unconditioned,3,6,narrow_gate,c432dddf33d5a938715db4a27d9582535d4e5a95a55141f5435040c5d2ebe58a,10,80.55275899823755,55.53820000204723,77.75357400532812,1.0017452239990234,8,10,0.23843919464378788,0.19784759142213237,3.2525999995414168,True,False,False,,1,1,0,1,0,23.283156398721385,15.0,10.566400000243448,True,True,0.20855635837129466,0.20349576348067008
row_03641__free_space,38,3641,libero_10,4,overlap_unconditioned,libero_10__task_04__episode_06,libero_10__task_04__episode_06__overlap_unconditioned,6,7,free_space,ff6986887e1e326a96c9f71abf0738306e8fb3afda4c8ce59bceecad58012e4d,10,97.9172200022731,55.544366005051415,78.2612910043099,1.003426432609558,5,9,0.34204936644524125,0.20307237730604538,1.8718999926932156,True,False,False,,1,1,0,1,0,21.749999999999996,15.0,6.563100003404543,True,True,0.16563141567156583,0.1584557935830178
row_03641__single_block,38,3641,libero_10,4,overlap_unconditioned,libero_10__task_04__episode_06,libero_10__task_04__episode_06__overlap_unconditioned,6,7,single_block,ff6986887e1e326a96c9f71abf0738306e8fb3afda4c8ce59bceecad58012e4d,10,97.9172200022731,55.544366005051415,78.2612910043099,1.003426432609558,5,9,0.34204936644524125,0.20307237730604538,4.554400002234615,True,False,False,,1,1,0,1,0,21.749999999999996,15.0,6.355899997288361,True,True,0.16563141567156583,0.1584557935830178
row_03641__narrow_gate,38,3641,libero_10,4,overlap_unconditioned,libero_10__task_04__episode_06,libero_10__task_04__episode_06__overlap_unconditioned,6,7,narrow_gate,ff6986887e1e326a96c9f71abf0738306e8fb3afda4c8ce59bceecad58012e4d,10,97.9172200022731,55.544366005051415,78.2612910043099,1.003426432609558,5,9,0.34204936644524125,0.20307237730604538,1.9198000081814826,True,False,False,,1,1,0,1,0,21.749999999999996,15.0,14.337800006614998,True,True,0.16563141567156583,0.1584557935830178
row_03184__free_space,39,3184,libero_10,4,projected_overlap,libero_10__task_04__episode_02,libero_10__task_04__episode_02__projected_overlap,2,24,free_space,8bab9786f83d3d85f93c2b81cf758c915451842134afe1c73c130d819c3c344e,10,79.7159100038698,55.83769599616062,79.00254100241,1.0036330223083496,6,10,0.4001594213487149,0.1694573952894682,1.8828000029316172,True,False,False,,1,1,0,1,0,21.749999999999996,15.0,5.2284999983385205,True,True,0.17444035439778918,0.1690511712364042
row_03184__single_block,39,3184,libero_10,4,projected_overlap,libero_10__task_04__episode_02,libero_10__task_04__episode_02__projected_overlap,2,24,single_block,8bab9786f83d3d85f93c2b81cf758c915451842134afe1c73c130d819c3c344e,10,79.7159100038698,55.83769599616062,79.00254100241,1.0036330223083496,6,10,0.4001594213487149,0.1694573952894682,1.9560000073397532,True,False,False,,1,1,0,1,0,21.749999999999996,15.0,5.507900001248345,True,True,0.17444035439778918,0.1690511712364042
row_03184__narrow_gate,39,3184,libero_10,4,projected_overlap,libero_10__task_04__episode_02,libero_10__task_04__episode_02__projected_overlap,2,24,narrow_gate,8bab9786f83d3d85f93c2b81cf758c915451842134afe1c73c130d819c3c344e,10,79.7159100038698,55.83769599616062,79.00254100241,1.0036330223083496,6,10,0.4001594213487149,0.1694573952894682,1.8131999968318269,True,False,False,,1,1,0,1,0,21.749999999999996,15.0,5.33670000731945,True,True,0.17444035439778918,0.1690511712364042
row_03374__free_space,40,3374,libero_10,4,projected_overlap,libero_10__task_04__episode_04,libero_10__task_04__episode_04__projected_overlap,4,35,free_space,26093677ee226a1c3f0e1b041212f8b65c955711c64b74019d444d91b7e7c2c6,10,118.91320799622918,55.61177500203485,78.24426699517062,1.0072355270385742,8,4,0.4018336932806993,0.21743772198345124,1.863400000729598,True,False,False,,1,1,0,1,0,21.749999999999996,15.0,7.105199998477474,True,True,0.07049279243129458,0.06252415148301833
row_03374__single_block,40,3374,libero_10,4,projected_overlap,libero_10__task_04__episode_04,libero_10__task_04__episode_04__projected_overlap,4,35,single_block,26093677ee226a1c3f0e1b041212f8b65c955711c64b74019d444d91b7e7c2c6,10,118.91320799622918,55.61177500203485,78.24426699517062,1.0072355270385742,8,4,0.4018336932806993,0.21743772198345124,1.9097000040346757,True,False,False,,1,1,0,1,0,21.749999999999996,15.0,5.660800001351163,True,True,0.07049279243129458,0.06252415148301833
row_03374__narrow_gate,40,3374,libero_10,4,projected_overlap,libero_10__task_04__episode_04,libero_10__task_04__episode_04__projected_overlap,4,35,narrow_gate,26093677ee226a1c3f0e1b041212f8b65c955711c64b74019d444d91b7e7c2c6,10,118.91320799622918,55.61177500203485,78.24426699517062,1.0072355270385742,8,4,0.4018336932806993,0.21743772198345124,1.9041000050492585,True,False,False,,1,1,0,1,0,21.749999999999996,15.0,7.974300009664148,True,True,0.07049279243129458,0.06252415148301833
row_03700__free_space,41,3700,libero_10,4,projected_overlap,libero_10__task_04__episode_06,libero_10__task_04__episode_06__projected_overlap,6,14,free_space,17434db48748a7efa0996246e0534a5bc2a81aa75a64b8a174815256f6ae7b7f,10,82.6401119993534,55.74952399911126,80.44577200053027,1.002443790435791,3,10,0.6377654754751384,0.16969164458144811,2.652499999385327,True,False,False,,1,1,0,1,0,21.749999999999996,15.0,9.857700002612546,True,True,0.20069253403237397,0.19811394381839253
row_03700__single_block,41,3700,libero_10,4,projected_overlap,libero_10__task_04__episode_06,libero_10__task_04__episode_06__projected_overlap,6,14,single_block,17434db48748a7efa0996246e0534a5bc2a81aa75a64b8a174815256f6ae7b7f,10,82.6401119993534,55.74952399911126,80.44577200053027,1.002443790435791,3,10,0.6377654754751384,0.16969164458144811,5.896300004678778,True,False,False,,1,1,0,1,0,21.749999999999996,15.0,16.3823000038974,True,True,0.20069253403237397,0.19811394381839253
row_03700__narrow_gate,41,3700,libero_10,4,projected_overlap,libero_10__task_04__episode_06,libero_10__task_04__episode_06__projected_overlap,6,14,narrow_gate,17434db48748a7efa0996246e0534a5bc2a81aa75a64b8a174815256f6ae7b7f,10,82.6401119993534,55.74952399911126,80.44577200053027,1.002443790435791,3,10,0.6377654754751384,0.16969164458144811,3.5594999935710803,False,False,False,,6,6,4,2,0,21.749999999999996,15.0,7.69840000430122,True,True,0.20069253403237397,0.08608602874076893
row_03089__free_space,42,3089,libero_10,4,rtc_guided_overlap,libero_10__task_04__episode_02,libero_10__task_04__episode_02__rtc_guided_overlap,2,16,free_space,913fa5a5a71adca78034c9b3cf9699167cc8d8f06d7e2ec978f46229aabdb80c,10,124.8444080047193,71.62047699966934,107.18643599830102,1.001420259475708,1,0,0.009398620345400103,0.21743772198345124,2.041500003542751,True,False,False,,0,0,0,0,0,14.2146411272444,14.2146411272444,15.304200001992285,True,True,0.16643880781977768,0.16643880781977768
row_03089__single_block,42,3089,libero_10,4,rtc_guided_overlap,libero_10__task_04__episode_02,libero_10__task_04__episode_02__rtc_guided_overlap,2,16,single_block,913fa5a5a71adca78034c9b3cf9699167cc8d8f06d7e2ec978f46229aabdb80c,10,124.8444080047193,71.62047699966934,107.18643599830102,1.001420259475708,1,0,0.009398620345400103,0.21743772198345124,5.43529998685699,True,False,False,,0,0,0,0,0,14.2146411272444,14.2146411272444,13.829699993948452,True,True,0.16643880781977768,0.16643880781977768
row_03089__narrow_gate,42,3089,libero_10,4,rtc_guided_overlap,libero_10__task_04__episode_02,libero_10__task_04__episode_02__rtc_guided_overlap,2,16,narrow_gate,913fa5a5a71adca78034c9b3cf9699167cc8d8f06d7e2ec978f46229aabdb80c,10,124.8444080047193,71.62047699966934,107.18643599830102,1.001420259475708,1,0,0.009398620345400103,0.21743772198345124,4.310999996960163,True,False,False,,0,0,0,0,0,14.2146411272444,14.2146411272444,9.84739999694284,True,True,0.16643880781977768,0.16643880781977768
row_03418__free_space,43,3418,libero_10,4,rtc_guided_overlap,libero_10__task_04__episode_04,libero_10__task_04__episode_04__rtc_guided_overlap,4,32,free_space,0af6ee5855367f9094ce70516e15a3a2b1071819e6528db170ca8facb747701b,10,108.04933599865763,71.4743280041148,107.29472499951953,1.0033745765686035,10,10,0.3586893959982959,0.20195501657760515,2.569499993114732,True,False,False,,1,1,0,1,0,26.099999999999998,15.0,10.31499999226071,True,True,0.29396835345430505,0.2870313569766581
row_03418__single_block,43,3418,libero_10,4,rtc_guided_overlap,libero_10__task_04__episode_04,libero_10__task_04__episode_04__rtc_guided_overlap,4,32,single_block,0af6ee5855367f9094ce70516e15a3a2b1071819e6528db170ca8facb747701b,10,108.04933599865763,71.4743280041148,107.29472499951953,1.0033745765686035,10,10,0.3586893959982959,0.20195501657760515,1.9782999879680574,True,False,False,,1,1,0,1,0,26.099999999999998,15.0,13.153299994883128,True,True,0.29396835345430505,0.2870313569766581
row_03418__narrow_gate,43,3418,libero_10,4,rtc_guided_overlap,libero_10__task_04__episode_04,libero_10__task_04__episode_04__rtc_guided_overlap,4,32,narrow_gate,0af6ee5855367f9094ce70516e15a3a2b1071819e6528db170ca8facb747701b,10,108.04933599865763,71.4743280041148,107.29472499951953,1.0033745765686035,10,10,0.3586893959982959,0.20195501657760515,5.27900000452064,False,False,False,,5,5,2,2,0,26.099999999999998,15.0,13.509699987480417,True,True,0.29396835345430505,0.20225017703858292
row_03774__free_space,44,3774,libero_10,4,rtc_guided_overlap,libero_10__task_04__episode_06,libero_10__task_04__episode_06__rtc_guided_overlap,6,37,free_space,3ca1d5e5fb57b62619eac1ebc82e603c92432fb46b767e4280c857d6c6b2de77,10,108.02239799522795,70.2809890062781,107.126363000134,1.002626657485962,9,9,0.5351523525882417,0.17090850541584027,1.9483000069158152,True,False,False,,1,1,0,1,0,18.66962924713745,15.0,5.234600001131184,True,True,0.15677450792763228,0.1540230649365988
row_03774__single_block,44,3774,libero_10,4,rtc_guided_overlap,libero_10__task_04__episode_06,libero_10__task_04__episode_06__rtc_guided_overlap,6,37,single_block,3ca1d5e5fb57b62619eac1ebc82e603c92432fb46b767e4280c857d6c6b2de77,10,108.02239799522795,70.2809890062781,107.126363000134,1.002626657485962,9,9,0.5351523525882417,0.17090850541584027,4.133000009460375,False,False,False,,5,5,3,1,0,21.749999999999996,15.0,10.075199999846518,True,True,0.15677450792763228,0.09461661467549333
row_03774__narrow_gate,44,3774,libero_10,4,rtc_guided_overlap,libero_10__task_04__episode_06,libero_10__task_04__episode_06__rtc_guided_overlap,6,37,narrow_gate,3ca1d5e5fb57b62619eac1ebc82e603c92432fb46b767e4280c857d6c6b2de77,10,108.02239799522795,70.2809890062781,107.126363000134,1.002626657485962,9,9,0.5351523525882417,0.17090850541584027,2.8549999988172203,True,False,False,,1,1,0,1,0,18.66962924713745,15.0,5.463299996335991,True,True,0.15677450792763228,0.1540230649365988
row_03991__free_space,45,3991,libero_10,5,overlap_unconditioned,libero_10__task_05__episode_04,libero_10__task_05__episode_04__overlap_unconditioned,4,2,free_space,ba6dd607262dea800f6367f95c95fb21bd3c08332925282b8a371a2969574ca1,10,81.36275699507678,55.92756400437793,78.17153600626625,1.004367709159851,9,8,0.28124527682158346,0.18014051496111982,1.7674999980954453,True,False,False,,1,1,0,1,0,15.358082845559855,15.0,5.929699997068383,True,True,0.2044441363686394,0.2042452171194984
row_03991__single_block,45,3991,libero_10,5,overlap_unconditioned,libero_10__task_05__episode_04,libero_10__task_05__episode_04__overlap_unconditioned,4,2,single_block,ba6dd607262dea800f6367f95c95fb21bd3c08332925282b8a371a2969574ca1,10,81.36275699507678,55.92756400437793,78.17153600626625,1.004367709159851,9,8,0.28124527682158346,0.18014051496111982,5.677099994500168,False,False,False,,8,8,6,2,0,21.749999999999996,15.0,11.50029999553226,True,True,0.2044441363686394,0.06227010082043138
row_03991__narrow_gate,45,3991,libero_10,5,overlap_unconditioned,libero_10__task_05__episode_04,libero_10__task_05__episode_04__overlap_unconditioned,4,2,narrow_gate,ba6dd607262dea800f6367f95c95fb21bd3c08332925282b8a371a2969574ca1,10,81.36275699507678,55.92756400437793,78.17153600626625,1.004367709159851,9,8,0.28124527682158346,0.18014051496111982,3.6506000033114105,False,False,False,,8,8,6,1,0,21.749999999999996,15.0,8.39329999871552,True,True,0.2044441363686394,0.0694557675543883
row_04194__free_space,46,4194,libero_10,5,overlap_unconditioned,libero_10__task_05__episode_05,libero_10__task_05__episode_05__overlap_unconditioned,5,4,free_space,47b06853c120c96369743ceb6fa7c6c2b1e4b7fc6bb79511fd706e4a46363cff,10,77.04093800566625,54.326044002664275,76.31311399745755,1.0073274374008179,8,10,0.21592074488842558,0.18130251669099404,2.747199992882088,True,False,False,,1,1,0,1,0,21.749999999999996,15.0,6.5310000063618645,True,True,0.22445874499919083,0.22095527923351607
row_04194__single_block,46,4194,libero_10,5,overlap_unconditioned,libero_10__task_05__episode_05,libero_10__task_05__episode_05__overlap_unconditioned,5,4,single_block,47b06853c120c96369743ceb6fa7c6c2b1e4b7fc6bb79511fd706e4a46363cff,10,77.04093800566625,54.326044002664275,76.31311399745755,1.0073274374008179,8,10,0.21592074488842558,0.18130251669099404,3.0285999964689836,False,False,False,,9,9,7,1,0,26.099999999999998,15.0,7.294199996977113,True,True,0.22445874499919083,0.0598099233888376
row_04194__narrow_gate,46,4194,libero_10,5,overlap_unconditioned,libero_10__task_05__episode_05,libero_10__task_05__episode_05__overlap_unconditioned,5,4,narrow_gate,47b06853c120c96369743ceb6fa7c6c2b1e4b7fc6bb79511fd706e4a46363cff,10,77.04093800566625,54.326044002664275,76.31311399745755,1.0073274374008179,8,10,0.21592074488842558,0.18130251669099404,4.152800000156276,False,False,False,,8,8,6,2,0,26.099999999999998,15.0,12.28619999892544,True,True,0.22445874499919083,0.07870786337206034
row_04275__free_space,47,4275,libero_10,5,overlap_unconditioned,libero_10__task_05__episode_06,libero_10__task_05__episode_06__overlap_unconditioned,6,9,free_space,11323d1e9fa8be79a5f30797c0506ec227223d0e568d4d2497834fb4cbaa7d14,10,133.505926001817,54.38184199738316,76.39341200410854,1.005445122718811,9,10,0.37789253278119467,0.20328198483449342,5.096400011098012,True,False,False,,1,1,0,1,0,21.749999999999996,15.0,6.287500000325963,True,True,0.17017143119164682,0.16187224809306755
row_04275__single_block,47,4275,libero_10,5,overlap_unconditioned,libero_10__task_05__episode_06,libero_10__task_05__episode_06__overlap_unconditioned,6,9,single_block,11323d1e9fa8be79a5f30797c0506ec227223d0e568d4d2497834fb4cbaa7d14,10,133.505926001817,54.38184199738316,76.39341200410854,1.005445122718811,9,10,0.37789253278119467,0.20328198483449342,2.0102999988012016,True,False,False,,1,1,0,1,0,21.749999999999996,15.0,6.0391000006347895,True,True,0.17017143119164682,0.16187224809306755
row_04275__narrow_gate,47,4275,libero_10,5,overlap_unconditioned,libero_10__task_05__episode_06,libero_10__task_05__episode_06__overlap_unconditioned,6,9,narrow_gate,11323d1e9fa8be79a5f30797c0506ec227223d0e568d4d2497834fb4cbaa7d14,10,133.505926001817,54.38184199738316,76.39341200410854,1.005445122718811,9,10,0.37789253278119467,0.20328198483449342,2.128299995092675,True,False,False,,1,1,0,1,0,21.749999999999996,15.0,14.201500001945533,True,True,0.17017143119164682,0.16187224809306755
row_03976__free_space,48,3976,libero_10,5,projected_overlap,libero_10__task_05__episode_03,libero_10__task_05__episode_03__projected_overlap,3,20,free_space,f2a1b6455fdc9a57e2d0def4e0004252c60561623263cf23c8480f2080a8f1bf,10,80.78378799837083,56.35015299776569,79.9031400019885,1.0014729499816895,6,0,0.00539654896364765,0.21727886930691603,4.002699992270209,True,False,False,,0,0,0,0,0,11.037741620384622,11.037741620384622,14.278200003900565,True,True,0.2237524665659078,0.2237524665659078
row_03976__single_block,48,3976,libero_10,5,projected_overlap,libero_10__task_05__episode_03,libero_10__task_05__episode_03__projected_overlap,3,20,single_block,f2a1b6455fdc9a57e2d0def4e0004252c60561623263cf23c8480f2080a8f1bf,10,80.78378799837083,56.35015299776569,79.9031400019885,1.0014729499816895,6,0,0.00539654896364765,0.21727886930691603,2.92839999019634,True,False,False,,0,0,0,0,0,11.037741620384622,11.037741620384622,6.968999994569458,True,True,0.2237524665659078,0.2237524665659078
row_03976__narrow_gate,48,3976,libero_10,5,projected_overlap,libero_10__task_05__episode_03,libero_10__task_05__episode_03__projected_overlap,3,20,narrow_gate,f2a1b6455fdc9a57e2d0def4e0004252c60561623263cf23c8480f2080a8f1bf,10,80.78378799837083,56.35015299776569,79.9031400019885,1.0014729499816895,6,0,0.00539654896364765,0.21727886930691603,2.1887999901082367,True,False,False,,0,0,0,0,0,11.037741620384622,11.037741620384622,8.074500001384877,True,True,0.2237524665659078,0.2237524665659078
row_04117__free_space,49,4117,libero_10,5,projected_overlap,libero_10__task_05__episode_05,libero_10__task_05__episode_05__projected_overlap,5,18,free_space,64fe9e27ebfcbba5c451a4a5460a595b51b4c2a2f37404ef8f1e737d64d7324f,10,108.09706999862101,56.19518300227355,79.16852299968014,1.0011985301971436,1,9,0.5395445385958311,0.17074981180496843,2.065499997115694,True,False,False,,1,1,0,1,0,21.749999999999996,15.0,6.355299992719665,True,True,0.21932435270205333,0.2153363687300256
row_04117__single_block,49,4117,libero_10,5,projected_overlap,libero_10__task_05__episode_05,libero_10__task_05__episode_05__projected_overlap,5,18,single_block,64fe9e27ebfcbba5c451a4a5460a595b51b4c2a2f37404ef8f1e737d64d7324f,10,108.09706999862101,56.19518300227355,79.16852299968014,1.0011985301971436,1,9,0.5395445385958311,0.17074981180496843,5.425900002592243,True,False,False,,1,1,0,1,0,21.749999999999996,15.0,15.227399999275804,True,True,0.21932435270205333,0.2153363687300256
row_04117__narrow_gate,49,4117,libero_10,5,projected_overlap,libero_10__task_05__episode_05,libero_10__task_05__episode_05__projected_overlap,5,18,narrow_gate,64fe9e27ebfcbba5c451a4a5460a595b51b4c2a2f37404ef8f1e737d64d7324f,10,108.09706999862101,56.19518300227355,79.16852299968014,1.0011985301971436,1,9,0.5395445385958311,0.17074981180496843,2.0108000026084483,True,False,False,,1,1,0,1,0,21.749999999999996,15.0,5.645900004310533,True,True,0.21932435270205333,0.2153363687300256
row_04302__free_space,50,4302,libero_10,5,projected_overlap,libero_10__task_05__episode_06,libero_10__task_05__episode_06__projected_overlap,6,4,free_space,a65f621e366833f6434d2238a8fbb9a140e6d947deaa307fcf0d74621b712160,10,78.50169500306947,54.61205300525762,77.67869499366498,1.004899024963379,9,9,0.2384819893886828,0.18582775521569078,2.0419000065885484,True,False,False,,1,1,0,1,0,23.315999046864572,15.0,6.569000004674308,True,True,0.2087355952084226,0.20558447175622158
row_04302__single_block,50,4302,libero_10,5,projected_overlap,libero_10__task_05__episode_06,libero_10__task_05__episode_06__projected_overlap,6,4,single_block,a65f621e366833f6434d2238a8fbb9a140e6d947deaa307fcf0d74621b712160,10,78.50169500306947,54.61205300525762,77.67869499366498,1.004899024963379,9,9,0.2384819893886828,0.18582775521569078,2.31500000518281,False,False,False,,9,9,7,1,0,26.099999999999998,15.0,5.572199996095151,True,True,0.2087355952084226,0.05947357599388145
row_04302__narrow_gate,50,4302,libero_10,5,projected_overlap,libero_10__task_05__episode_06,libero_10__task_05__episode_06__projected_overlap,6,4,narrow_gate,a65f621e366833f6434d2238a8fbb9a140e6d947deaa307fcf0d74621b712160,10,78.50169500306947,54.61205300525762,77.67869499366498,1.004899024963379,9,9,0.2384819893886828,0.18582775521569078,2.180499999667518,False,False,False,,8,8,6,1,0,26.099999999999998,15.0,6.24499999685213,True,True,0.2087355952084226,0.08125362963974692
row_03906__free_space,51,3906,libero_10,5,rtc_guided_overlap,libero_10__task_05__episode_03,libero_10__task_05__episode_03__rtc_guided_overlap,3,16,free_space,07fe1bc69d33831638ad5dd28b9bb528dfceb279b30d41c5e80bea9672e7ec72,10,109.29103400121676,72.36439099506242,108.48887800239027,1.0030814409255981,4,10,0.8678232439899293,0.1711808779873503,2.081200000247918,True,False,False,,1,1,0,1,0,21.749999999999996,15.0,12.560200004372746,True,True,0.1571488349288686,0.15157473549784747
row_03906__single_block,51,3906,libero_10,5,rtc_guided_overlap,libero_10__task_05__episode_03,libero_10__task_05__episode_03__rtc_guided_overlap,3,16,single_block,07fe1bc69d33831638ad5dd28b9bb528dfceb279b30d41c5e80bea9672e7ec72,10,109.29103400121676,72.36439099506242,108.48887800239027,1.0030814409255981,4,10,0.8678232439899293,0.1711808779873503,3.0559000006178394,True,False,False,,1,1,0,1,0,21.749999999999996,15.0,6.167600004118867,True,True,0.1571488349288686,0.15157473549784747
row_03906__narrow_gate,51,3906,libero_10,5,rtc_guided_overlap,libero_10__task_05__episode_03,libero_10__task_05__episode_03__rtc_guided_overlap,3,16,narrow_gate,07fe1bc69d33831638ad5dd28b9bb528dfceb279b30d41c5e80bea9672e7ec72,10,109.29103400121676,72.36439099506242,108.48887800239027,1.0030814409255981,4,10,0.8678232439899293,0.1711808779873503,5.866100007551722,True,False,False,,1,1,0,1,0,21.749999999999996,15.0,7.243100000778213,True,True,0.1571488349288686,0.15157473549784747
row_04236__free_space,52,4236,libero_10,5,rtc_guided_overlap,libero_10__task_05__episode_06,libero_10__task_05__episode_06__rtc_guided_overlap,6,2,free_space,f5c9e13d0401000b7e305ad884dd310aefd5035455615db43c1160e7d19faaf3,10,107.18462899967562,70.26993999897968,106.23606099397875,1.0023436546325684,8,9,0.23704115823407948,0.17743242602881715,5.321999997249804,True,False,False,,1,1,0,1,0,21.07179190542751,15.0,8.18520000029821,True,True,0.21260022760440753,0.20944495355368944
row_04236__single_block,52,4236,libero_10,5,rtc_guided_overlap,libero_10__task_05__episode_06,libero_10__task_05__episode_06__rtc_guided_overlap,6,2,single_block,f5c9e13d0401000b7e305ad884dd310aefd5035455615db43c1160e7d19faaf3,10,107.18462899967562,70.26993999897968,106.23606099397875,1.0023436546325684,8,9,0.23704115823407948,0.17743242602881715,3.0626000079791993,False,False,False,,8,8,7,1,1,21.749999999999996,21.749999999999996,7.761900007608347,False,True,0.21260022760440753,0.06216825037094563
row_04236__narrow_gate,52,4236,libero_10,5,rtc_guided_overlap,libero_10__task_05__episode_06,libero_10__task_05__episode_06__rtc_guided_overlap,6,2,narrow_gate,f5c9e13d0401000b7e305ad884dd310aefd5035455615db43c1160e7d19faaf3,10,107.18462899967562,70.26993999897968,106.23606099397875,1.0023436546325684,8,9,0.23704115823407948,0.17743242602881715,2.9731999966315925,False,False,False,,8,8,6,1,0,21.749999999999996,15.0,7.89539999095723,True,True,0.21260022760440753,0.0728944912261608
row_04261__free_space,53,4261,libero_10,5,rtc_guided_overlap,libero_10__task_05__episode_06,libero_10__task_05__episode_06__rtc_guided_overlap,6,27,free_space,00fad4464861d0536560c282ba9fe751b565dd5655411a42c4e4dfa58e1212d0,10,126.53189100092277,72.43290399492253,107.76484399684705,1.0024409294128418,6,10,0.3062359760028422,0.20705163993562362,2.7283999952487648,True,False,False,,1,1,0,1,0,21.749999999999996,15.0,8.050700009334832,True,True,0.17362297370822696,0.16835053340322229
row_04261__single_block,53,4261,libero_10,5,rtc_guided_overlap,libero_10__task_05__episode_06,libero_10__task_05__episode_06__rtc_guided_overlap,6,27,single_block,00fad4464861d0536560c282ba9fe751b565dd5655411a42c4e4dfa58e1212d0,10,126.53189100092277,72.43290399492253,107.76484399684705,1.0024409294128418,6,10,0.3062359760028422,0.20705163993562362,2.17720000364352,True,False,False,,1,1,0,1,0,21.749999999999996,15.0,6.368899994413368,True,True,0.17362297370822696,0.16835053340322229
row_04261__narrow_gate,53,4261,libero_10,5,rtc_guided_overlap,libero_10__task_05__episode_06,libero_10__task_05__episode_06__rtc_guided_overlap,6,27,narrow_gate,00fad4464861d0536560c282ba9fe751b565dd5655411a42c4e4dfa58e1212d0,10,126.53189100092277,72.43290399492253,107.76484399684705,1.0024409294128418,6,10,0.3062359760028422,0.20705163993562362,2.106100000673905,True,False,False,,1,1,0,1,0,21.749999999999996,15.0,10.242599993944168,True,True,0.17362297370822696,0.16835053340322229
row_04559__free_space,54,4559,libero_10,6,overlap_unconditioned,libero_10__task_06__episode_03,libero_10__task_06__episode_03__overlap_unconditioned,3,11,free_space,1dac18ba3af024985fe7e6d5157422e6bef081f023db50804df5562a5c3197b2,10,78.86147100361995,55.914493001182564,77.9583680050564,1.001961350440979,4,6,0.510563547490006,0.18091195902242146,2.2305000020423904,True,False,False,,0,0,0,0,0,6.561146837928735,6.561146837928735,7.435500010615215,True,True,0.11361910193589599,0.11361910193589599
row_04559__single_block,54,4559,libero_10,6,overlap_unconditioned,libero_10__task_06__episode_03,libero_10__task_06__episode_03__overlap_unconditioned,3,11,single_block,1dac18ba3af024985fe7e6d5157422e6bef081f023db50804df5562a5c3197b2,10,78.86147100361995,55.914493001182564,77.9583680050564,1.001961350440979,4,6,0.510563547490006,0.18091195902242146,2.017199993133545,False,False,False,,1,1,0,1,0,6.561146837928735,15.0,6.558100008987822,True,True,0.11361910193589599,0.10583379435666264
